"Plan Module","Material","Customer No","Description","Customer Dept","Gender","SO","LI","Order No","Order Qty","Emp","Plan SMV","Date","Plan Efficiency","Qty","Cum Qty","Standard Hours","Cum.Standard Hours","Work Hours","Cum.Work Hours","Section"
"0094-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479783,4590,20,10.794,"2018-04-24",35,428,808.8,77,145.5,220,530,2
"0094-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479783,4590,20,10.794,"2018-04-25",40,400.2,1209,72,217.5,180,710,2
"0094-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479783,4590,20,10.794,"2018-04-26",45,550.3,1759.3,99,316.5,220,930,2
"0094-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479783,4590,20,10.794,"2018-04-27",45,450.3,2209.6,81,397.5,180,1110,2
"0095-A","7000142784","100018","184954 FOG FL RIB L/U CHKST 42YM VSD 713","U4/","WOMEN","D000072020",1090,8000480754,25,16,9.164,"2018-04-10",1,9.4,9.4,1.4,1.4,144,144,2
"0095-A","7000142784","100018","184954 FOG FL RIB L/U CHKST 42YM VSD 713","U4/","WOMEN","D000072020",1090,8000480754,25,16,9.164,"2018-04-11",1,4.7,14.1,0.7,2.2,72,216,2
"0095-A","7000142784","100018","184954 FOG FL RIB L/U CHKST 42YM VSD 713","U4/","WOMEN","D000072020",1090,8000480754,25,16,9.164,"2018-04-23",1,9.4,23.6,1.4,3.6,144,360,2
"0095-A","7000142784","100018","184954 FOG FL RIB L/U CHKST 42YM VSD 713","U4/","WOMEN","D000072020",1090,8000480754,25,16,9.164,"2018-04-24",1,1.4,25,0.2,3.8,21.8,381.8,2
"0095-A","7000148547","100015","184954 FOG FOIL RIB L/U CKST 43PA PR VSS","90/","WOMEN","1000131974",30,8000487298,843,16,9.172,"2018-04-25",15,122.5,122.5,18.7,18.7,124.8,124.8,2
"0095-A","7000148547","100015","184954 FOG FOIL RIB L/U CKST 43PA PR VSS","90/","WOMEN","1000131974",30,8000487298,843,16,9.172,"2018-04-26",15,18.8,141.3,2.9,21.6,19.2,144,2
"0095-A","7000148547","100015","184954 FOG FOIL RIB L/U CKST 43PA PR VSS","90/","WOMEN","1000131974",30,8000487298,843,16,9.172,"2018-04-26",25,204.1,345.4,31.2,52.8,124.8,268.8,2
"0095-A","7000148547","100015","184954 FOG FOIL RIB L/U CKST 43PA PR VSS","90/","WOMEN","1000131974",30,8000487298,843,16,9.172,"2018-04-27",25,31.4,376.8,4.8,57.6,19.2,288,2
"0095-A","7000148547","100015","184954 FOG FOIL RIB L/U CKST 43PA PR VSS","90/","WOMEN","1000131974",30,8000487298,843,16,9.172,"2018-04-27",35,285.7,662.5,43.7,101.3,124.8,412.8,2
"0097-A","7000158760","100018","175216 VELVET SCOOP 6PK PR 3YB5 VSD","U4/","WOMEN","1000125690",40,8000465654,1401,20,10.324,"2018-04-02",35,366.1,819.4,63,141,180,580,2
"0097-A","7000158760","100018","175216 VELVET SCOOP 6PK PR 3YB5 VSD","U4/","WOMEN","1000125690",40,8000465654,1401,20,10.324,"2018-04-03",40,418.4,1237.9,72,213,180,760,2
"0097-A","7000158760","100018","175216 VELVET SCOOP 6PK PR 3YB5 VSD","U4/","WOMEN","1000125690",40,8000465654,1401,20,10.324,"2018-04-04",45,163.1,1401,28.1,241.1,62.4,822.4,2
"0097-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000065941",550,8000475295,35,20,11.721,"2018-04-05",2,11.8,11.8,2.3,2.3,115,115,2
"0097-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000065941",550,8000475295,35,20,11.721,"2018-04-06",2,18.4,30.2,3.6,5.9,180,295,2
"0097-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000065941",550,8000475295,35,20,11.721,"2018-04-07",2,4.8,35,0.9,6.8,46.8,341.9,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-07",6,29.5,29.5,5.8,5.8,96.1,96.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-09",6,25.8,55.3,5,10.8,83.9,180,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-09",10,49.2,104.5,9.6,20.4,96.1,276.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-10",10,42.9,147.4,8.4,28.8,83.9,360,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-10",20,98.4,245.8,19.2,48,96.1,456.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-11",20,85.9,331.7,16.8,64.8,83.9,540,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-11",30,9.4,341.1,1.8,66.6,6.1,546.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-23",30,128.8,469.9,25.2,91.8,83.9,630,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-23",36,250.8,720.7,49,140.8,136.1,766.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-24",36,154.6,875.4,30.2,171,83.9,850,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-24",40,278.7,1154,54.4,225.4,136.1,986.1,2
"0097-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000470416,1380,20,11.721,"2018-04-25",40,226,1380,44.1,269.6,110.4,1096.5,2
"0097-A","7000148723","100015","185912 MESH TRIANGLE TOP FF 3WHV SD VSS","90/","WOMEN","1000131978",20,8000464562,2036,20,13.1,"2018-04-26",30,298.1,298.1,65.1,65.1,216.9,216.9,2
"0097-A","7000148723","100015","185912 MESH TRIANGLE TOP FF 3WHV SD VSS","90/","WOMEN","1000131978",20,8000464562,2036,20,13.1,"2018-04-27",30,4.2,302.3,0.9,66,3.1,220,2
"0097-A","7000148723","100015","185912 MESH TRIANGLE TOP FF 3WHV SD VSS","90/","WOMEN","1000131978",20,8000464562,2036,20,13.1,"2018-04-27",36,291.7,594,63.7,129.7,176.9,396.9,2
"0107-A","7000148545","100018","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","D000072020",1110,8000479784,25,20,10.794,"2018-04-05",1.5,15,15,2.7,2.7,180,180,2
"0107-A","7000148545","100018","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","D000072020",1110,8000479784,25,20,10.794,"2018-04-06",1.5,10,25,1.8,4.5,119.8,299.8,2
"0107-A","7000148737","100018","180286 SEAMED LCE UP HIGH NK 3VSJ PR VSD","U4/","WOMEN","1000132017",10,8000478194,1096,20,11.003,"2018-04-11",40,196.3,196.3,36,36,90,90,2
"0107-A","7000148737","100018","180286 SEAMED LCE UP HIGH NK 3VSJ PR VSD","U4/","WOMEN","1000132017",10,8000478194,1096,20,11.003,"2018-04-23",50,599.8,796.1,110,146,220,310,2
"0107-A","7000148737","100018","180286 SEAMED LCE UP HIGH NK 3VSJ PR VSD","U4/","WOMEN","1000132017",10,8000478194,1096,20,11.003,"2018-04-24",60,299.9,1096,55,201,91.6,401.6,2
"0107-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479785,2929,20,10.794,"2018-04-24",60,427,427,76.8,76.8,128,128,2
"0107-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479785,2929,20,10.794,"2018-04-25",60,600.3,1027.3,108,184.8,180,308,2
"0107-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479785,2929,20,10.794,"2018-04-26",60,733.7,1761.1,132,316.8,220,528,2
"0107-A","7000148545","100015","180286 SMD LACE UP HIGH NECK 3VSJ SD VSS","90/","WOMEN","1000131972",10,8000479785,2929,20,10.794,"2018-04-27",60,600.3,2361.4,108,424.8,180,708,2
"0114-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000072020",990,8000465653,25,20,11.721,"2018-04-04",1,9.2,9.2,1.8,1.8,180,180,2
"0114-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000072020",990,8000465653,25,20,11.721,"2018-04-05",1,9.2,18.4,1.8,3.6,180,360,2
"0114-A","7000148721","100018","182129 MESH TRIANGLE TOP 3WDT SD VSS","90/","WOMEN","D000072020",990,8000465653,25,20,11.721,"2018-04-06",1,6.6,25,1.3,4.9,128.4,488.4,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-09",6,16.8,16.8,3.3,3.3,54.8,54.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-10",6,38.4,55.3,7.5,10.8,125.2,180,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-10",10,28.1,83.4,5.5,16.3,54.8,234.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-11",10,46.1,129.4,9,25.3,90,324.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-23",20,128.1,257.6,25,50.3,125.2,450,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-23",30,145.6,403.2,28.4,78.8,94.8,544.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-24",30,192.2,595.4,37.6,116.3,125.2,670,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-24",36,174.8,770.2,34.1,150.5,94.8,764.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-25",36,230.7,1000.9,45.1,195.5,125.2,890,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-25",40,112.3,1113.1,21.9,217.4,54.8,944.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-26",40,450.5,1563.6,88,305.4,220,1164.8,2
"0114-A","7000148720","100015","182129 MESH TRIANGLE TOP 43MG PR VSS","90/","WOMEN","1000131977",10,8000464556,2354,20,11.721,"2018-04-27",40,368.6,1932.2,72,377.4,180,1344.8,2
"0009-A","7000160595","100015","163108 C-CROS HIWAIST BIKINI 43LH PR VSS","90/","WOMEN","1000145321",10,8000479708,2995,21,9.45,"2018-05-01",71,702.6,2995,110.7,471.7,155.9,664.4,2
"0009-A","7000160595","100015","163108 C-CROS HIWAIST BIKINI 43LH PR VSS","90/","WOMEN","1000145321",10,8000484531,1985,21,9.45,"2018-05-01",75,156.1,156.1,24.6,24.6,32.8,32.8,2
"0009-A","7000160595","100015","163108 C-CROS HIWAIST BIKINI 43LH PR VSS","90/","WOMEN","1000145321",10,8000484531,1985,21,9.45,"2018-05-02",75,900,1056.1,141.8,166.3,189,221.8,2
"0009-A","7000160595","100015","163108 C-CROS HIWAIST BIKINI 43LH PR VSS","90/","WOMEN","1000145321",10,8000484531,1985,21,9.45,"2018-05-03",75,900,1956.1,141.8,308.1,189,410.8,2
"0009-A","7000160595","100015","163108 C-CROS HIWAIST BIKINI 43LH PR VSS","90/","WOMEN","1000145321",10,8000484531,1985,21,9.45,"2018-05-04",75,28.9,1985,4.5,312.6,6.1,416.8,2
"0009-A","7000160608","100018","163108 C-CROSS HIWST BIK 8YZ PR VSD 43MC","U4/","WOMEN","1000145612",30,8000480743,1027,21,9.45,"2018-05-04",75,869.5,869.5,136.9,136.9,182.6,182.6,2
"0009-A","7000160608","100018","163108 C-CROSS HIWST BIK 8YZ PR VSD 43MC","U4/","WOMEN","1000145612",30,8000480743,1027,21,9.45,"2018-05-08",75,157.5,1027,24.8,161.8,33.1,215.7,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-08",30,224.5,224.5,34.3,34.3,114.3,114.3,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-09",30,58.3,282.8,8.9,43.2,29.7,144,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-09",40,299.4,582.2,45.7,88.9,114.3,258.3,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-10",40,77.8,660,11.9,100.8,29.7,288,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-10",50,374.2,1034.2,57.2,158,114.3,402.3,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-11",50,97.2,1131.4,14.8,172.8,29.7,432,2
"0009-A","7000148969","100018","184954 FOG FOIL RIB L/U CHKS 42YM PR VSD","U4/","WOMEN","1000132020",20,8000511012,2743,16,9.164,"2018-05-11",55,411.6,1543,62.9,235.7,114.3,546.3,2
"0017-A","7000164515","100010","183842 ULT GYM R_BK SPRT BRA 43KT SD VSS","48/","WOMEN","2000022262",20,8000498098,25,15,8.162,"2018-05-01",3,15.7,25,2.1,3.4,71.4,113.4,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-02",0.1,1,1,0.1,0.1,135,135,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-03",0.1,1,2,0.1,0.3,135,270,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-04",0.1,1,3,0.1,0.4,135,405,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-08",40,397,399.9,54,54.4,135,540,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-09",50,496.2,896.1,67.5,121.9,135,675,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-10",60,595.4,1491.6,81,202.9,135,810,2
"0017-A","7000164518","100010","183842 ULT GYM R_BK SPRT BRA 43PX PR VSS","48/","WOMEN","1000150092",20,8000498099,2243,15,8.162,"2018-05-11",60,595.4,2087,81,283.9,135,945,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-01",50,163.6,1222.8,35.7,266.8,71.4,667,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-01",55,341.8,1564.6,74.6,341.4,135.6,802.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-02",55,521.8,2086.4,113.8,455.2,207,1009.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-03",55,521.8,2608.2,113.8,569.1,207,1216.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-04",55,521.8,3130.1,113.8,682.9,207,1423.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-08",55,521.8,3651.9,113.8,796.8,207,1630.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-09",55,521.8,4173.7,113.8,910.6,207,1837.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-10",55,521.8,4695.5,113.8,1024.5,207,2044.6,2
"0025-A","7000148505","100015","184955 FOG FOIL RIB BODYWRAP 43PA PR VSS","90/","WOMEN","1000132065",30,8000480758,5191,23,13.091,"2018-05-11",55,495.5,5191,108.1,1132.6,196.6,2241.2,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-01",37.5,353.3,803.4,67.5,153.5,180,760,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-02",45,423.9,1227.3,81,234.5,180,940,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-03",50,471,1698.4,90,324.5,180,1120,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-04",50,471,2169.4,90,414.5,180,1300,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-08",50,471,2640.4,90,504.5,180,1480,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-09",50,471,3111.5,90,594.5,180,1660,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-10",50,471,3582.5,90,684.5,180,1840,2
"0026-A","7000148722","100015","185912 MESH TRIANGLE TOP FF 3XOW SD VSS","90/","WOMEN","1000131978",10,8000480495,3758,20,11.464,"2018-05-11",50,175.5,3758,33.5,718,67.1,1907.1,2
"0026-A","7000162693","A050","(ITR)CK LOW RISE TRUNK 3PK - TRN CUT","J4/SUB","MEN","1000147763",210,8000487152,20,15,6.29,"2018-05-11",1,6,6,0.6,0.6,63,63,2
"0036-A","SG1-7000151503","100270","IHS FLIP REV 2PCE TF GREEN/PINKFL","69/SPEEDO-UK SWIM","FL","1000130752",510,8000487597,296,12,3.99,"2018-05-01",40,296,296,19.7,19.7,49.2,49.2,2
"0036-A","SG1-7000151504","100270","IHS FLIP REV 2PCE TF GREEN/PINKFL","69/SPEEDO-UK SWIM","FL","1000130763",210,8000487598,203,12,3.99,"2018-05-01",40,203,203,13.5,13.5,33.7,33.7,2
"0036-A","SG1-7000151505","100270","IHS FLIP REV 2PCE TF GREEN/PINKFL","69/SPEEDO-UK SWIM","FL","1000130841",190,8000487198,230,12,3.99,"2018-05-01",40,148.2,148.2,9.9,9.9,24.6,24.6,2
"0036-A","SG1-7000151505","100270","IHS FLIP REV 2PCE TF GREEN/PINKFL","69/SPEEDO-UK SWIM","FL","1000130841",190,8000487198,230,12,3.99,"2018-05-02",40,81.8,230,5.4,15.3,13.6,38.2,2
"0036-A","SG1-7000151506","100270","IHS FLIP REV 2PCE TF GREEN/PINKFL","69/SPEEDO-UK SWIM","FL","1000131508",280,8000488186,15,12,3.99,"2018-05-02",40,15,15,1,1,2.5,2.5,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-02",8.8,16.5,16.5,1.6,1.6,18,18,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-03",8.8,82.6,99.1,7.9,9.5,90,108,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-03",17.5,32.8,131.9,3.2,12.7,18,126,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-04",17.5,164.2,296.1,15.8,28.4,90,216,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-04",26.3,49.4,345.5,4.7,33.1,18,234,2
"0036-A","7000160609","100018","179061 HI WAIST WRUCHING HC4 PR VSD 43OO","U4/","WOMEN","1000145597",20,8000480497,527,12,5.755,"2018-05-08",26.3,181.5,527,17.4,50.5,66.2,300.2,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-08",26.3,114.1,114.1,10.9,10.9,41.6,41.6,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-09",26.3,182.1,296.1,17.5,28.4,66.4,108,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-09",31.5,136.6,432.8,13.1,41.5,41.6,149.6,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-10",31.5,218.1,650.8,20.9,62.4,66.4,216,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-10",35,151.8,802.6,14.6,77,41.6,257.6,2
"0036-A","7000160760","100018","179061 HI WAIST WRUCHING 3CK PR VSD 41YN","U4/","WOMEN","1000145597",10,8000480498,868,12,5.755,"2018-05-11",35,65.4,868,6.3,83.3,17.9,275.5,2
"0038-A","7000162693","A050","(ITR)CK LOW RISE TRUNK 3PK - TRN CUT","J4/SUB","MEN","1000147763",270,8000487151,26,15,6.29,"2018-05-08",1,12.9,12.9,1.4,1.4,135,135,2
"0038-A","7000162693","A050","(ITR)CK LOW RISE TRUNK 3PK - TRN CUT","J4/SUB","MEN","1000147763",270,8000487151,26,15,6.29,"2018-05-09",1,12.9,25.8,1.4,2.7,135,270,2
"0038-A","7000162693","A050","(ITR)CK LOW RISE TRUNK 3PK - TRN CUT","J4/SUB","MEN","1000147763",270,8000487151,26,15,6.29,"2018-05-10",1,0.2,26,0,2.7,2.6,272.6,2
"0038-A","SG2-7000161674","A050","SUB_CK LOW RISE TRUNK 3PK XWN","J4/SUB","MEN","1000145794",100,8000511061,4500,15,6.29,"2018-05-10",7.5,94.6,94.6,9.9,9.9,132.2,132.2,2
"0038-A","SG2-7000161674","A050","SUB_CK LOW RISE TRUNK 3PK XWN","J4/SUB","MEN","1000145794",100,8000511061,4500,15,6.29,"2018-05-11",7.5,2,96.6,0.2,10.1,2.8,135,2
"0038-A","SG2-7000161674","A050","SUB_CK LOW RISE TRUNK 3PK XWN","J4/SUB","MEN","1000145794",100,8000511061,4500,15,6.29,"2018-05-11",12.5,157.6,254.2,16.5,26.6,132.2,267.2,2
"0045-A","7000149422","100018","185930 MESH INSET P OP W/FOG 3WHV SD VSD","U4/","WOMEN","1000132134",10,8000480740,1205,21,10.979,"2018-05-01",50,13,1205,2.4,220.5,4.7,441,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-01",50,479.3,479.3,86.2,86.2,172.4,172.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-02",50,525.6,1004.9,94.5,180.7,189,361.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-03",50,525.6,1530.5,94.5,275.2,189,550.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-04",50,525.6,2056,94.5,369.7,189,739.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-08",50,525.6,2581.6,94.5,464.2,189,928.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-09",50,525.6,3107.2,94.5,558.7,189,1117.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-10",50,525.6,3632.8,94.5,653.2,189,1306.4,2
"0045-A","7000148725","100015","185930 MESH SHIN PLUNG OP FF 3WJH SD VSS","90/","WOMEN","1000131966",10,8000480741,4241,21,10.788,"2018-05-11",50,525.6,4158.4,94.5,747.7,189,1495.4,2
